MMSI,BaseDateTime,Position Deviation,Speed Deviation,Position Threshold,Speed Threshold,Anomaly
249889000,2021-11-10 14:28:29,0.1587225444681697,6.095238095238094,0.6867536924599841,4.097581657343326,True
